"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,0,0,0,0,0,0,0,0,0,0,0,0
"3",2,0,0,0,0,0,0,0,0,0,0,0,0
"4",3,0,0,0,0,0,0,0,0,0,0,0,0
"5",4,0,0,0,0,0,0,0,0,0,0,0,0
"6",5,0,0,0,0,0,0,0,0,0,0,0,0
"7",6,0,0,0,0,0,0,0,0,0,0,0,0
"8",7,0,0,0,0,0,0,0,0,0,0,0,0
"9",8,0,0,0,0,0,0,0,0,0,0,0,0
"10",9,0,0,0,0,0,0,0,0,0,0,0,0
"11",10,0,0,0,0,0,0,0,0,0,0,0,0
"12",11,0,0,0,0,0,0,0,0,0,0,0,0
"13",12,0,0,0,0,0,0,0,0,0,0,0,0
"14",14,0,0,0,0,0,0,0,0,0,0,0,0
"15",15,0,0,0,0,0,0,0,0,0,0,0,0
"16",16,0,0,0,0,0,0,0,0,0,0,0,0
"17",17,0,0,0,0,0,0,0,0,0,0,0,0
"18",18,0,0,0,0,0,0,0,0,0,0,0,0
"19",19,0,0,0,0,0,0,0,0,0,0,0,0
"20",20,0,0,0,0,0,0,0,0,0,0,0,0
"21",21,0,0,0,0,0,0,0,0,0,0,0,0
"22",22,0,0,0,0,0,0,0,0,0,0,0,0
"23",23,0,0,0,0,0,0,0,0,0,0,0,0
"24",24,0,0,0,0,0,0,0,0,0,0,0,0
"25",25,0,0,0,0,0,0,0,0,0,0,0,0
"26",27,0,0,0,0,0,0,0,0,0,0,0,0
"27",28,0,0,0,0,0,0,0,0,0,0,0,0
"28",29,0,0,0,0,0,0,0,0,0,0,0,0
"29",30,0,0,0,0,0,0,0,0,0,0,0,0
"30",31,0,0,0,0,0,0,0,0,0,0,0,0
"31",32,0,0,0,0,0,0,0,0,0,0,0,0
"32",33,0,0,0,0,0,0,0,0,0,0,0,0
"33",34,0,0,0,0,0,0,0,0,0,0,0,0
"34",36,0,0,0,0,0,0,0,0,0,0,0,0
