workerid,response6,response7,response4,response5,response2,response3,response1,response8,response9,pref9,obj1,obj3,obj2,ambiguous,slide_number,condition,trial_type,pref8,item,numFeatures,pref1,pref2,pref3,pref4,pref5,pref6,pref7,language,enjoyment,gender,age,comments,assess,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,1,NA,0.7,0.3,0.7,0.3,0.3,NA,NA,NA,332,223,332,False,3,212121,multi_slider,NA,925,6,striped,red,green,square,circle,polka-dotted,NA,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,0.25,0.25,0.25,0.25,0.25,1,0.25,NA,NA,NA,312,222,132,True,4,113211,multi_slider,NA,1370,7,solid,cloud,red,polka-dotted,striped,circle,square,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,NA,NA,NA,NA,1,1,1,NA,NA,NA,313,313,313,False,5,323232,multi_slider,NA,1979,3,green,solid,square,NA,NA,NA,NA,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,NA,NA,0.25,1,0.25,0.25,1,NA,NA,NA,132,332,232,True,6,113232,multi_slider,NA,2362,5,red,circle,cloud,square,polka-dotted,NA,NA,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,NA,NA,1,0.75,0.25,0.25,1,NA,NA,NA,323,222,223,True,7,213212,multi_slider,NA,565,5,circle,red,square,striped,green,NA,NA,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,NA,NA,NA,NA,1,1,1,NA,NA,NA,233,233,233,False,8,323232,multi_slider,NA,1951,3,circle,green,polka-dotted,NA,NA,NA,NA,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,0.25,0.25,0.25,0.25,0.7,0.25,0.25,0.25,NA,NA,311,132,213,True,9,211111,multi_slider,blue,462,8,green,solid,circle,square,cloud,polka-dotted,red,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,0.25,NA,0.25,0.7,0.7,1,0.25,NA,NA,NA,123,311,323,True,10,212112,multi_slider,NA,1710,6,solid,striped,square,blue,green,cloud,NA,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,1,0.25,0.25,1,0.25,0.25,0.25,NA,NA,NA,112,311,133,True,11,212211,multi_slider,NA,652,7,green,polka-dotted,red,square,cloud,solid,blue,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
0,NA,NA,0.3,0.3,0.7,1,0.7,NA,NA,NA,231,223,221,True,12,322112,multi_slider,NA,1515,5,blue,striped,circle,polka-dotted,green,NA,NA,English,1,Male,34,Thank you!,Yes,3,Mac,1080,1920,Chrome,3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:12 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:12 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MIVREZQVHTBN3CH7411J4Z3MEMQK3,3LBXNTKX0SRE2OSVGNA6CMD4DRMX9Y,0,Submitted,Fri Dec 21 01:59:57 PST 2018,Thu Dec 20 09:13:28 PST 2018,Thu Dec 20 09:19:57 PST 2018,,,,,,[],5.29095
