workerid,response6,response7,response4,response5,response2,response3,response1,response8,response9,pref9,obj1,obj3,obj2,ambiguous,itemCode,slide_number,condition,trial_type,target,pref4,pref8,item,numFeatures,pref1,pref2,pref3,utterance,pref5,pref6,pref7,language,enjoyment,gender,age,comments,assess,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,1,NA,0,0,0,1,0.5,NA,NA,NA,NA,113,112,True,211212,6,NA,prior_inference,332,clouds,NA,96150,NA,solid things,striped things,polka-dotted things,red,circles,squares,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0,NA,0,0.5,0.5,0,0,NA,NA,NA,NA,232,231,False,113212,7,NA,prior_inference,223,solid things,NA,166780,NA,clouds,circles,squares,green,striped things,polka-dotted things,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0,NA,0,0.5,0.5,0.5,0.5,NA,NA,NA,NA,322,122,False,121211,8,NA,prior_inference,211,clouds,NA,43110,NA,blue things,red things,green things,solid,circles,squares,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0,NA,0,1,1,0.5,0,NA,NA,NA,NA,131,111,True,321211,9,NA,prior_inference,221,solid things,NA,2650,NA,clouds,circles,squares,blue,striped things,polka-dotted things,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0,NA,1,0.5,0.25,1,0.5,NA,NA,NA,NA,122,313,True,212122,10,NA,prior_inference,113,clouds,NA,130540,NA,blue things,red things,green things,solid,circles,squares,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0,NA,1,0.5,1,0.5,0,NA,NA,NA,NA,112,231,True,212222,11,NA,prior_inference,212,solid things,NA,16361,NA,blue things,red things,green things,circle,striped things,polka-dotted things,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0.5,NA,1,0,0.5,1,0.5,NA,NA,NA,NA,323,321,True,213212,12,NA,prior_inference,311,solid things,NA,178320,NA,clouds,circles,squares,blue,striped things,polka-dotted things,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0,NA,1,0,1,0.25,0,NA,NA,NA,NA,213,132,True,212211,13,NA,prior_inference,231,blue things,NA,108111,NA,clouds,circles,squares,polka-dotted,red things,green things,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0.5,NA,0,1,0,0,1,NA,NA,NA,NA,131,122,True,322111,14,NA,prior_inference,112,blue things,NA,26232,NA,solid things,striped things,polka-dotted things,cloud,red things,green things,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
0,0.5,NA,1,0,0,1,0.5,NA,NA,NA,NA,132,212,True,211211,15,NA,prior_inference,311,blue things,NA,50211,NA,clouds,circles,squares,solid,red things,green things,NA,English,1,Male,40,,Yes,2,Windows,1080,1920,Firefox,36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3BNVQ7CWEO5FBE8DKR5DN6UWSQS73W,Questions about Images,Answer questions about English conversations.,language research fun cognitive science university,$1.00,Fri Apr 19 09:36:34 PDT 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun May 19 09:36:34 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=36D1BWBEHNWPL8AZQ5OG2ZT4Z5WM27,3FE2ERCCZY4C02UAWLJ7FZMRMGPPO2,0,Approved,Sat Apr 20 02:36:23 PDT 2019,Fri Apr 19 09:36:45 PDT 2019,Fri Apr 19 09:56:23 PDT 2019,Sat Apr 20 02:37:21 PDT 2019,,,,,[],15.083566666666666
